西尼羅熱	 西尼羅熱是一種由西尼羅病毒所引起的急性傳染病。西尼羅病毒最早是從1937年烏干達一名發燒婦女身上發現，主要流行地區在非洲的部分地區、地中海地區北部、中東、西亞地區及美洲，也曾經在埃及、希臘、以色列、印度、法國、羅馬尼亞、捷克、澳洲等地區流行。 
傷寒	 傷寒及副傷寒皆為由細菌引起之腸道傳染病，病原菌分別為傷寒桿菌及副傷寒桿菌。傷寒及副傷寒為全球性的疾病，世界各地均有病例發生，但多數發生於開發中國家，尤其在自來水不普及或環境衛生較差的地區。南亞地區感染風險最高，另外東南亞、非洲、中南美洲、加勒比海群島等地區也有較高的感染風險。近年來，已開發國家由於衛生設備之改善，病例數已大幅減少。 
副傷寒	 傷寒及副傷寒皆為由細菌引起之腸道傳染病，病原菌分別為傷寒桿菌及副傷寒桿菌。傷寒及副傷寒為全球性的疾病，世界各地均有病例發生，但多數發生於開發中國家，尤其在自來水不普及或環境衛生較差的地區。南亞地區感染風險最高，另外東南亞、非洲、中南美洲、加勒比海群島等地區也有較高的感染風險。近年來，已開發國家由於衛生設備之改善，病例數已大幅減少。 
小兒麻痺症/急性無力肢體麻痺	 小兒麻痺症是由小兒麻痺病毒所引起的疾病。人類是這種病毒的唯一宿主，大部分感染小兒麻痺症的患者感染後的症狀不太明顯。小兒麻痺症是全球性的疾病，在發明小兒麻痺疫苗以前，全世界都有病例，溫帶地區主要流行季節為夏季至早秋、熱帶地區在雨季。台灣於2000年由世界衛生組織（WHO）公告為小兒麻痺根除地區。目前小兒麻痺症在開發中國家及小兒麻痺疫苗接種率低的地方仍持續發生新病例。台灣未完成疫苗接種者仍為高危險群。 
桿菌性痢疾	 桿菌性痢疾是由志賀氏桿菌感染所引起的急性腸道疾病，病原體可耐酸性，只要10到100個病原體即可致病。分佈於全球，在熱帶、亞熱帶地區為地方性流行病。群聚感染常發生在擁擠或可能接觸排泄物之處，如：監獄、托兒所、療養院、難民營及有男男間性行為者。在自來水不普及或環境衛生條件較差的地區特別容易引起流行，污染的飲水或食物也常引起地區性大規模的流行。臺灣地區地處亞熱帶，全年都有桿菌性痢疾，主要流行季節是每年6月至10月。另外，國人前往自來水不普及或環境衛生條件較差的地區旅遊，如果沒有注意飲食衛生，容易遭受桿菌性痢疾感染，不但會嚴重影響旅遊情緒及行程，更可能將致病原帶入國內散播，危害家人及親友的健康。 
阿米巴性痢疾	 阿米巴性痢疾是為痢疾阿米巴原蟲所引起的傳染病。痢疾阿米巴主要寄生於腸道，大部份感染者症狀不明顯，但痢疾阿米巴原蟲可能侵入宿主的腸壁組織，引發腸道症狀，引起腹部不適、間歇性下痢或便秘，並伴隨發燒引起寒顫、血便或黏液軟便等症狀。痢疾阿米巴原蟲的成長可以分為兩個階段，痢疾阿米巴原蟲的囊體能存活在惡劣環境中，隨寄主之排泄物進入環境，被感染者吃下囊體後，痢疾阿米巴原蟲就會在被感染者的腸道變成活動體，並繁殖下一代。阿米巴性痢疾沒有特別的流行季節，但是精神疾病及智能障礙收養機構，因生活習慣、衛生條件、環境污染及群居狀況有較高的感染機會。此外，男男間性行為者、免疫能力低下者、國人赴流行地區返國者、來自流行地區的外籍勞工及移民等，都是阿米巴性痢疾的高危險族群。 
瘧疾	 瘧疾是一種由瘧原蟲所引起的傳染病，全球每年感染人數約2.07億，死亡人數約62.7萬人。臺灣光復初期瘧疾感染極為嚴重，當時總人口數為600萬人，其中約有五分之ㄧ的人口感染瘧疾。1946年開始政府投入瘧疾防治工作，1965年世界衛生組織（WHO）正式將臺灣列入瘧疾根除地區。依感染人類的瘧原蟲特性，可分為間日瘧、三日瘧、熱帶瘧、卵形瘧；其中以間日瘧及熱帶瘧最常見。臺灣自從成為瘧疾根除地區後，除1972年北臺灣沿海，曾出現零星「當地新染病例」、1995年醫院內感染及2003年臺東出現兩例介入感染外，其餘的病例都是在國外感染後，在臺灣發病確認的境外移入個案，每年境外移入病例大約10至30例，主要是在東南亞地區、非洲及大洋洲感染。 
麻疹	 麻疹為傳染力很強的病毒性疾病，可經由空氣、飛沫傳播或接觸病人鼻咽分泌物而感染，在疫苗尚未使用前，超過99%的人都會被感染，幾乎每個人的一生中都難逃麻疹侵襲。常見症狀有：發燒、出疹、鼻炎、結膜炎、咳嗽，以及發燒3~4天後口腔內出現斑點(柯式斑點)，較嚴重者會併發中耳炎、肺炎或腦炎。 
急性病毒性Ａ型肝炎	 一、疾病概述（Disease description）(一)A型肝炎是由A型肝炎病毒感染所造成的急性肝臟發炎。其症狀包含：突然出現發燒，全身倦怠不適，食慾不振，嘔吐及腹部不舒服，數天之後發生黃疸。恢復期有時會拖延，但會完全康復不留後遺症，也不會復發。5歲以下兒童時期感染約有80-95%無臨床症狀或症狀輕微，而成年人感染後，約70％會出現症狀，通常臨床症狀的嚴重度會隨年齡增加而增加。A型肝炎雖然不會導致慢性肝炎，但有10％的病人在急性發病後6個月內有可能症狀復發。A型肝炎的致死率低（約千分之二）；造成死亡的情形多半為猛爆型肝炎，通常發生於老年患者，或患有慢性肝病患(包括慢性B型、C型肝炎病毒感染者)致死的風險亦較高。(二)對無症狀或症狀輕微且沒有黃疸的感染者，僅能靠肝功能等生化學或血清檢驗測出。診斷依據患者急性期或甫感染時之血清A型肝炎IgM抗體（IgM anti-HAV）檢驗結果；IgM anti-HAV通常在感染後2～4週內臨床症狀出現前便能測得，並持續4至6個月。感染後產生之抗體（IgG anti-HAV）或可延續終生，因而終生有抵抗力。二、致病原（Infectious agent）A型肝炎病毒是一種沒有外殼的直徑約27nm、單鏈的核糖核酸(RNA)病毒，屬於微小核糖核酸病毒科肝病毒屬。 
腸道出血性大腸桿菌感染症	 腸道出血性大腸桿菌感染症是由腸道出血性大腸桿菌所引起的疾病。「一般腸道大腸桿菌」也就是我們平常俗稱的大腸桿菌，為人體內之正常菌群，存在於小腸中，可以提供人體所需之維生素B12及K，亦有幫助人體抵抗病原菌入侵的作用。在正常的情況下，並不會使人體發病。但是「腸道出血性大腸桿菌」就是可以產生類志賀氏毒素的細菌，目前已知血清型約100多種，較常見的腸道出血性大腸桿菌是O157:H7。腸道出血性大腸桿菌會釋放出毒素，引起人體腹痛、嘔吐、腹瀉及拉血便等症狀，甚至會引起嚴重合併症及死亡。歐洲地區於2011年5月至6月期間，發生大規模O104型大腸桿菌感染事件，大多數病例均具有德國旅遊史，經調查為食用受污染豆芽所引起的流行疫情。 
漢他病毒症候群	 漢他病毒症候群(Hantavirus syndrome)是由漢他病毒(Hantavirus)所引起的疾病，屬於人畜共通傳染性疾病。主要透過帶有漢他病毒齧齒類動物(如：鼠類)傳染給人類，人類感染漢他病毒後，依臨床症狀及病程可區分為「漢他病毒出血熱」及「漢他病毒肺症候群」兩種。 
多重抗藥性結核病	 抗藥性結核病與結核病相同，是由結核桿菌所引起的疾病，但是因為結核菌突變產生抗藥性，變成抗藥性結核病。而且如果抗藥性結核病對於目前主要的二種治療藥物(Isoniazid與Rifampin)具有抗藥性，就成為「多重抗藥性(MDR)結核病」，多重抗藥性結核病也是目前國際上傳染病防治的重大威脅。如果多重抗藥性結核病更進一步對於治療多重抗藥性結核病的藥物也產生抗藥性(對任何fluoroquinolone藥物有抗藥性，且對於1種以上注射型抗結核病藥物capreomycin, kanamycin, amikacin也出現抗藥性者)，就會成為所謂超級抗藥性結核(XDR-TB)。
屈公病	 屈公病是一種由屈公病毒所引起的急性傳染病，經由蚊子叮咬而傳播，最早在1952年從坦尚尼亞一位發燒病人的血清中分離出來。屈公病的症狀與登革熱非常類似，但和登革熱與其他蚊子所傳播的傳染病不同的地方是，部分感染屈公病的病人會有持續數週的倦怠感，有些病患的關節會痛到無法行動，並持續數個月，因此「Chikungunya」在非洲的土著語言中，就是指「痛的將身體彎起來」。 
炭疽病	 炭疽病是一種由炭疽桿菌（Bacillus anthracis）引起的人畜共通傳染病，主要是發生在草食性的家畜或野生動物如山羊、綿羊、牛、馬及豬等。人類通常是因為接觸或食入受感染的動物或動物製品，或吸入大量炭疽孢子而感染，因此預防動物炭疽病的發生有助於人類炭疽病防治。炭疽病可以個案職業別及感染途徑做分類。依個案職業別可分為發生於農夫、屠宰業/肉販、獸醫及從事動物交易者的非產業型炭疽（non-industrial anthrax），以及發生在處理骨骼、獸皮、毛織品及其他動物製品從業人員的產業型炭疽（industrial anthrax）。依感染途徑分型較為常見，可分為三型：(一) 皮膚型炭疽（cutaneous anthrax）：占人類炭疽病例比例超過95％，給予適當抗生素治療後死亡率小於1％，但如果未經治療，可能因臉部或頸部水腫導致呼吸道阻塞及續發性蜂窩性組織炎或腦炎，死亡率可達10～40％，人與人直接傳染機率極低，醫療人員一般情況下不需予以預防藥物。炭疽桿菌（通常是孢子形式）經由皮膚傷口（割傷、擦傷、蠅類叮咬等）進入人體，最常發生在臉部、頸部、手及腕部。感染2～3 天皮膚上出現小膿皰或丘疹，第3～4 天，丘疹周圍出現直徑約1～3 公分環狀水泡，除非有續發性感染，水泡不會疼痛、無膿，惟附近的淋巴可能會腫大、發炎、疼痛；此時水泡液抹片可看到炭疽桿菌，也可培養出炭疽桿菌。第5～7 天，丘疹潰爛形成黑色焦痂，在焦痂表面塗抹並不會採到炭疽桿菌，必須用鑷子把焦痂掀起採取下方液體才能檢驗出炭疽桿菌；此時症狀包含輕微發燒、倦怠及頭痛，若病情持續加重（特別是病灶位於臉部、頸部及胸部者），可能併發毒血症、意識改變、高燒、低血壓、局部淋巴結腫大等，甚至壓迫氣管。約第10 天，焦痂開始脫落，約數週後緩解。(二) 吸入型炭疽（inhalational anthrax）：又稱為肺部炭疽（pulmonary anthrax）、毛工病（Woolsorters’ disease）或拾垃圾者病（Ragpicker’s disease），係吸入大量炭疽桿菌孢子而感染（感染劑量約8,000～10,000 個孢子），死亡率高。在疾病初期症狀無特異性，似一般感冒，病徵可能包含輕微發燒、寒顫、倦怠、頭痛、咳嗽、胸悶、肌肉酸痛等，症狀可能持續 1至數天，隨後病程進展快速，突然發生呼吸困難、發紺、敗血症、休克、昏迷，可能在 24～36小時內死亡。吸入型炭疽初期臨床診斷相當困難，需仰賴病史資料，胸部 X光片會呈現縱膈腔變寬，也常見肺部浸潤及肋膜積水等異常。(三) 腸胃型炭疽（gastrointestinal anthrax）：主要因為食入未煮熟且遭炭疽桿菌污染的食物，臨床表現為口咽炭疽及腸胃炭疽，以腸胃炭疽較常見。口咽炭疽侷限於口腔，好發於頰黏膜、舌、扁桃腺及後咽壁，儘管給予治療，其死亡率仍然相當高。口腔病灶為直徑2～3公分、灰色偽膜包覆的水泡，當侵襲扁桃腺時，可能發生潰瘍。臨床症狀包含喉嚨痛、吞嚥困難、局部淋巴結腫大及疼痛；病程進展快速，可能出現菌血症、毒血症、急性呼吸窘迫及意識改變，最後導致休克、昏迷 及死亡。腸胃炭疽可發生於食道、胃、腸的任何部位，好發於迴腸及盲腸，病灶周圍呈現多發性表面水腫、出血性潰瘍。剛開始的臨床症狀無特異性，包含噁心 、嘔吐、食慾不振、無力、輕微腹瀉、發燒及頭痛，腸道病灶亦可能發生出血、阻塞及腸穿孔，後續發生嚴重腹痛、吐血、血便，有時會併發大量腹水、毒血症及敗血症，最後導致休克、死亡；其病程進展快速，發病至死亡約 2～5天。上述三類炭疽病，皆可因炭疽桿菌進入患者的血流或淋巴循環，造成敗血症及/或侵入中樞神經引發炭疽性腦膜炎（anthrax meningitis），此時稱為全身性炭疽病（systemic anthrax）。 
先天性梅毒	 新生兒可能會因為媽媽得到梅毒，懷孕初期未接受適當治療，而透過胎盤傳染給胎兒，造成新生兒感染先天性梅毒，嚴重甚至會導致早產或新生兒死亡。 
腸病毒感染併發重症	 腸病毒感染為幼兒常見的疾病，腸病毒指的是一群病毒，包含小兒麻痺病毒、克沙奇病毒、伊科病毒及腸病毒等種類，每一個種類還可分為多種型別，總共有數十種以上。目前小兒麻痺病毒已經在台灣根除，腸病毒病人都是感染其他腸病毒造成，其中以感染腸病毒71型最容易導致嚴重的併發症，5歲以下的幼兒為重症的高危險群。台灣氣候溫暖潮濕，適合腸病毒生存，以4到9月為主要流行期，但其實全年都有腸病毒感染個案，冬天也有腸病毒病例，只是比較少而已。感染腸病毒痊癒之後，只會對這次感染的型別產生免疫，所以一生中可能會得好幾次腸病毒。腸病毒感染並不是幼兒的專利，大人也會得腸病毒，只是大多症狀比較輕微，與一般感冒不易區分。腸病毒目前並沒有特效藥及疫苗，最好的預防方法是大人小孩都要勤洗手，注意個人衛生，就可以降低感染的機會。 
結核病	 結核病是由結核桿菌所引起的疾病，是一全球性的慢性傳染病，在未開發及開發中國家尤其盛行。在臺灣一年四季都有病例，男性發生率比女性高，老年人發生率比年輕人高。結核菌是一種好氧性的抗酸性細菌，進入人體後，不會立即產生反應，大約95％的病患第一次感染結核桿菌時，會因為身體免疫力所以不會直接發病(稱為潛伏結核感染)，但是日後可能因為再次感染而發病，只有5％的病患第一次感染結核桿菌時，結核桿菌會透過血液與淋巴液造成肺結核或肺外結核（例如結核性腦膜炎）。 
人類免疫缺乏病毒感染	 愛滋病是由愛滋病毒所引起的疾病。愛滋病毒會破壞人體原本的免疫系統，使病患的身體抵抗力降低，當免疫系統遭到破壞後，原本不會造成生病的病菌，變得有機會感染人類，嚴重時會導致病患死亡。愛滋病就是後天免疫缺乏症候群（Acquired Immunodeficiency Syndrome，AIDS）的簡稱，就是指因為病患身體抵抗力降低，導致得到各種疾病的症狀。愛滋病毒為人類免疫缺乏病毒（Human Immunodeficiency Virus, HIV）的簡稱，是一種破壞免疫系統的病毒。 
漢生病	 漢生病是由麻風分枝桿菌所引起的疾病，俗稱麻風或癩病。漢生病是一種慢性、容易治癒但不容易傳染的疾病。全世界90%的人類對麻風分枝桿菌有自然免疫力。臺灣目前每年新發生病例約為10例左右，已經達到世界衛生組織消除漢生病之標準。漢生病主要侵犯人體的皮膚、粘膜及周圍的神經，會造成感染部位麻木、喪失肌肉控制力與殘障。但是如果感染罹病初期及早接受藥物治療，可完全痊癒且不會留下後遺症。 
百日咳	 百日咳是由百日咳桿菌所引起的疾病。百日咳沒有流行季節，一年四季都可能發生，病患多半是5歲以下兒童，好發年齡主要在6個月以下嬰幼兒，其他年齡層病患大多症狀輕微。百日咳為百日咳桿菌侵犯呼吸道引起的急性細菌性疾病，得過百日咳後通常可以獲得較長期之免疫力，但無研究顯示可終生免疫。大部份病患都不會引起併發症，但是營養狀況不良病患與併有許多腸道及呼吸道感染的病患及6個月以下嬰幼兒是併發症與死亡的高危險群。 
新生兒破傷風	 破傷風及新生兒破傷風都是由破傷風桿菌所引起的疾病。新生兒破傷風主要發生在開發中國家，主要原因是孕婦未接種破傷風疫苗、接生過程受汙染或當地醫療照護水準不足，致死率可高達80％，且新生兒出生後愈早發病，致死率愈高。台灣近幾年均無病例。破傷風桿菌感染僅侷限於壞死組織，不會導致組織破壞或發炎反應，但破傷風桿菌產生的神經性外毒素，會影響中樞神經系統及自主神經系統，導致嚴重的神經性症狀與死亡。 
破傷風	 破傷風是由破傷風桿菌所引起的疾病。破傷風是全球性的疾病，但通常發生在低度開發或農業區，主要原因為當地病患與動物排泄物接觸機會高，或當地預防接種不完全，致死率高達10～90％，且老年人及嬰幼兒死亡率較高。台灣近年來每年通報病例均在20例以下，死亡病例亦逐年減少。破傷風桿菌感染僅侷限於壞死組織，不會導致組織破壞或發炎反應，但破傷風桿菌產生的神經性外毒素，會影響中樞神經系統及自主神經系統，導致嚴重的神經性症狀與死亡。 
急性病毒性Ｂ型肝炎	 肝炎是一種因肝臟細胞的發炎，導致肝細胞損傷的肝臟疾病。引起肝炎的原因很多，如果是由B型肝炎病毒感染所造成的肝炎，就叫做B型肝炎。發病通常不明顯，症狀包括厭食、隱約的腹部不適、噁心、嘔吐等，有時會有關節痛、出疹、黃疸或輕微發燒。疾病的嚴重度可從僅有血清檢驗才能測出之無症狀感染，到會引發致命情況的猛爆性肝炎。在北美地區，成人無症狀B型肝炎帶原率0.5％；臺灣一般成人帶原率約達15％。臺灣自1984年7月起針對B型肝炎表面抗原陽性母親之新生兒實施B型肝炎疫苗注射計畫，1986年7月起全面實施嬰幼兒B型肝炎預防接種，此後，六歲兒童B型肝炎帶原率由1989年10.5%顯著下降至2007年0.8％。 
急性病毒性Ｃ型肝炎	 病毒性C型肝炎，發病通常不明顯，急性感染後，約20-30%患者有臨床症狀，可能出現發燒、疲倦、厭食、隱約腹部不適、噁心、嘔吐或黃疸等相關症狀等。疾病嚴重度可從不明顯的症狀到會致命的猛爆性肝炎。感染C型肝炎病毒後，約70％-80％會演變成慢性肝炎。慢性C型肝炎患者，約5-20%於20-30年間可能演變為肝硬化，約1-5%死於慢性肝炎的併發症(肝硬化與肝癌)。目前沒有疫苗可預防。 
急性病毒性Ｄ型肝炎	 肝炎是一種因肝臟細胞的發炎，導致肝細胞損傷的肝臟疾病。引起肝炎的原因很多，如果是由D型肝炎病毒感染所造成的肝炎，就叫做D型肝炎。D型肝炎疾病症狀與B型肝炎類似，且與B型肝炎病毒感染並存。所以，它只發生在B型肝炎帶原者(重複感染)，或與B型肝炎病毒同時發生急性感染。D型肝炎很少發生母子之間的垂直傳染，但是可以經由B型肝炎帶原者在家庭內發生傳染。急性或慢性B型肝炎感染的患者，得到D型肝炎感染時，可能使病情惡化，而導致急性肝功能變化。 
急性病毒性Ｅ型肝炎	 肝炎是一種因肝臟細胞的發炎，導致肝細胞損傷的肝臟疾病。引起肝炎的原因很多，如果是由E型肝炎病毒感染所造成的肝炎，就叫做E型肝炎。E型肝炎與A型肝炎類似，發病情況通常為突然出現發燒，全身倦怠不適，食慾不振，嘔吐及腹部不舒服，數天之後發生黃疸，無任何跡象顯示會形成慢性肝炎。除孕婦外，其他人口感染E型肝炎的致死率與A型肝炎類似（約千分之一），懷孕第三期的孕婦感染E型肝炎時，其致死率有報告達20％。 
流行性腮腺炎	 流行性腮腺炎是由流行性腮腺炎病毒所引起，屬於急性病毒性疾病。國外資料顯示未接種流行性腮腺炎疫苗之成人中，80％皆有抗體產生，暴露的人中約有三分之一屬無症狀感染。大部分小於2歲的幼兒感染為沒有明顯症狀的感染。依據國內資料，全年均有通報病例，並且盛行於9歲以前，以4-9歲為最高峰。 
梅毒	 梅毒是由梅毒螺旋體所引起的性傳染疾病。梅毒是全球普遍存在的性傳染疾病，病患多半是15~59歲性活躍期的男性與女性。 
淋病	 淋病是由奈瑟氏淋病雙球菌所引起的性傳染疾病。淋病是全球普遍存在的性傳染疾病，病患多半是15~59歲性活躍期的男性。女性感染的症狀比起男性較不明顯，且診斷也比較困難。淋病主要影響生殖系統，如果沒有及時接受治療，可能會造成不孕。 
侵襲性ｂ型嗜血桿菌感染症	 侵襲性b型嗜血桿菌感染症是由b型流行性感冒嗜血桿菌所引起的疾病。侵襲性b型嗜血桿菌感染症流行期有兩個高峰，主要發生於每年10-11月及2-4月。病患絕大多數是5歲以下兒童，好發年齡主要在3個月至3歲之嬰幼兒，一半以上的病例為1歲以下的嬰兒。b型流感嗜血桿菌是兒童上呼吸道常見的一種細菌，鼻咽部是主要的棲息處。能引起多種侵襲性疾病，其中以腦膜炎威脅性最大。此外，有免疫功能低下的病患，包括：人類免疫不全症、先天性免疫球蛋白缺陷、骨髓移植、先天或後天性無脾臟病症、接受化學治療的癌症等病患，也容易因受到ｂ型嗜血桿菌感染，也是併發症的高危險群。 
退伍軍人病	 退伍軍人病是由退伍軍人菌所引起的疾病。退伍軍人菌感染會引起兩種症狀不同之疾病，即退伍軍人病及龐提亞克熱。退伍軍人病會引發肺炎，甚至呼吸衰竭，死亡率高達15％，若有免疫功能障礙者則會更高。龐提亞克熱則不會引起肺炎或死亡。 
